filepath,label
data/processed/cats/Cat_0.jpg,0
data/processed/cats/Cat_10.jpg,0
data/processed/cats/Cat_100.jpg,0
data/processed/cats/Cat_10001.jpg,0
data/processed/cats/Cat_10002.jpg,0
data/processed/cats/Cat_10003.jpg,0
data/processed/cats/Cat_10005.jpg,0
data/processed/cats/Cat_10007.jpg,0
data/processed/cats/Cat_10009.jpg,0
data/processed/cats/Cat_1001.jpg,0
data/processed/cats/Cat_10011.jpg,0
data/processed/cats/Cat_10012.jpg,0
data/processed/cats/Cat_10013.jpg,0
data/processed/cats/Cat_10014.jpg,0
data/processed/cats/Cat_10016.jpg,0
data/processed/cats/Cat_10017.jpg,0
data/processed/cats/Cat_10018.jpg,0
data/processed/cats/Cat_10019.jpg,0
data/processed/cats/Cat_1002.jpg,0
data/processed/cats/Cat_10020.jpg,0
data/processed/cats/Cat_10021.jpg,0
data/processed/cats/Cat_10022.jpg,0
data/processed/cats/Cat_10023.jpg,0
data/processed/cats/Cat_10024.jpg,0
data/processed/cats/Cat_10025.jpg,0
data/processed/cats/Cat_10026.jpg,0
data/processed/cats/Cat_10027.jpg,0
data/processed/cats/Cat_10028.jpg,0
data/processed/cats/Cat_10029.jpg,0
data/processed/cats/Cat_1003.jpg,0
data/processed/cats/Cat_10031.jpg,0
data/processed/cats/Cat_10032.jpg,0
data/processed/cats/Cat_10033.jpg,0
data/processed/cats/Cat_10034.jpg,0
data/processed/cats/Cat_10035.jpg,0
data/processed/cats/Cat_10036.jpg,0
data/processed/cats/Cat_10037.jpg,0
data/processed/cats/Cat_10038.jpg,0
data/processed/cats/Cat_10039.jpg,0
data/processed/cats/Cat_1004.jpg,0
data/processed/cats/Cat_10040.jpg,0
data/processed/cats/Cat_10041.jpg,0
data/processed/cats/Cat_10042.jpg,0
data/processed/cats/Cat_10043.jpg,0
data/processed/cats/Cat_10044.jpg,0
data/processed/cats/Cat_10047.jpg,0
data/processed/cats/Cat_10048.jpg,0
data/processed/cats/Cat_10049.jpg,0
data/processed/cats/Cat_1005.jpg,0
data/processed/cats/Cat_10051.jpg,0
data/processed/cats/Cat_10052.jpg,0
data/processed/cats/Cat_10053.jpg,0
data/processed/cats/Cat_10055.jpg,0
data/processed/cats/Cat_10056.jpg,0
data/processed/cats/Cat_10057.jpg,0
data/processed/cats/Cat_10058.jpg,0
data/processed/cats/Cat_10059.jpg,0
data/processed/cats/Cat_1006.jpg,0
data/processed/cats/Cat_10060.jpg,0
data/processed/cats/Cat_10062.jpg,0
data/processed/cats/Cat_10064.jpg,0
data/processed/cats/Cat_10065.jpg,0
data/processed/cats/Cat_10068.jpg,0
data/processed/cats/Cat_10069.jpg,0
data/processed/cats/Cat_1007.jpg,0
data/processed/cats/Cat_10070.jpg,0
data/processed/cats/Cat_10071.jpg,0
data/processed/cats/Cat_10072.jpg,0
data/processed/cats/Cat_10073.jpg,0
data/processed/cats/Cat_10074.jpg,0
data/processed/cats/Cat_10075.jpg,0
data/processed/cats/Cat_10076.jpg,0
data/processed/cats/Cat_10078.jpg,0
data/processed/cats/Cat_10079.jpg,0
data/processed/cats/Cat_1008.jpg,0
data/processed/cats/Cat_10080.jpg,0
data/processed/cats/Cat_10082.jpg,0
data/processed/cats/Cat_10083.jpg,0
data/processed/cats/Cat_10084.jpg,0
data/processed/cats/Cat_10086.jpg,0
data/processed/cats/Cat_10087.jpg,0
data/processed/cats/Cat_10088.jpg,0
data/processed/cats/Cat_10089.jpg,0
data/processed/cats/Cat_1009.jpg,0
data/processed/cats/Cat_10090.jpg,0
data/processed/cats/Cat_10092.jpg,0
data/processed/cats/Cat_10093.jpg,0
data/processed/cats/Cat_10094.jpg,0
data/processed/cats/Cat_10095.jpg,0
data/processed/cats/Cat_10096.jpg,0
data/processed/cats/Cat_10097.jpg,0
data/processed/cats/Cat_10098.jpg,0
data/processed/cats/Cat_10099.jpg,0
data/processed/cats/Cat_101.jpg,0
data/processed/cats/Cat_1010.jpg,0
data/processed/cats/Cat_10102.jpg,0
data/processed/cats/Cat_10103.jpg,0
data/processed/cats/Cat_10104.jpg,0
data/processed/cats/Cat_10105.jpg,0
data/processed/cats/Cat_10106.jpg,0
data/processed/cats/Cat_10107.jpg,0
data/processed/cats/Cat_10108.jpg,0
data/processed/cats/Cat_10110.jpg,0
data/processed/cats/Cat_10111.jpg,0
data/processed/cats/Cat_10112.jpg,0
data/processed/cats/Cat_10114.jpg,0
data/processed/cats/Cat_10115.jpg,0
data/processed/cats/Cat_10117.jpg,0
data/processed/cats/Cat_10118.jpg,0
data/processed/cats/Cat_10119.jpg,0
data/processed/cats/Cat_10120.jpg,0
data/processed/cats/Cat_10121.jpg,0
data/processed/cats/Cat_10123.jpg,0
data/processed/cats/Cat_10124.jpg,0
data/processed/cats/Cat_10125.jpg,0
data/processed/cats/Cat_10126.jpg,0
data/processed/cats/Cat_10128.jpg,0
data/processed/cats/Cat_10130.jpg,0
data/processed/cats/Cat_10131.jpg,0
data/processed/cats/Cat_10132.jpg,0
data/processed/cats/Cat_10133.jpg,0
data/processed/cats/Cat_10136.jpg,0
data/processed/cats/Cat_10137.jpg,0
data/processed/cats/Cat_10138.jpg,0
data/processed/cats/Cat_1014.jpg,0
data/processed/cats/Cat_10140.jpg,0
data/processed/cats/Cat_10142.jpg,0
data/processed/cats/Cat_10144.jpg,0
data/processed/cats/Cat_10145.jpg,0
data/processed/cats/Cat_10146.jpg,0
data/processed/cats/Cat_10147.jpg,0
data/processed/cats/Cat_10148.jpg,0
data/processed/cats/Cat_10149.jpg,0
data/processed/cats/Cat_1015.jpg,0
data/processed/cats/Cat_10150.jpg,0
data/processed/cats/Cat_10151.jpg,0
data/processed/cats/Cat_10152.jpg,0
data/processed/cats/Cat_10153.jpg,0
data/processed/cats/Cat_10154.jpg,0
data/processed/cats/Cat_10155.jpg,0
data/processed/cats/Cat_10156.jpg,0
data/processed/cats/Cat_10157.jpg,0
data/processed/cats/Cat_10158.jpg,0
data/processed/cats/Cat_10159.jpg,0
data/processed/cats/Cat_1016.jpg,0
data/processed/cats/Cat_10160.jpg,0
data/processed/cats/Cat_10161.jpg,0
data/processed/cats/Cat_10162.jpg,0
data/processed/cats/Cat_10163.jpg,0
data/processed/cats/Cat_10164.jpg,0
data/processed/cats/Cat_10165.jpg,0
data/processed/cats/Cat_10166.jpg,0
data/processed/cats/Cat_10169.jpg,0
data/processed/cats/Cat_1017.jpg,0
data/processed/cats/Cat_10170.jpg,0
data/processed/cats/Cat_10171.jpg,0
data/processed/cats/Cat_10172.jpg,0
data/processed/cats/Cat_10173.jpg,0
data/processed/cats/Cat_10175.jpg,0
data/processed/cats/Cat_10176.jpg,0
data/processed/cats/Cat_10177.jpg,0
data/processed/cats/Cat_10178.jpg,0
data/processed/cats/Cat_1018.jpg,0
data/processed/cats/Cat_10180.jpg,0
data/processed/cats/Cat_10181.jpg,0
data/processed/cats/Cat_10184.jpg,0
data/processed/cats/Cat_10185.jpg,0
data/processed/cats/Cat_10186.jpg,0
data/processed/cats/Cat_10187.jpg,0
data/processed/cats/Cat_10188.jpg,0
data/processed/cats/Cat_1019.jpg,0
data/processed/cats/Cat_10190.jpg,0
data/processed/cats/Cat_10191.jpg,0
data/processed/cats/Cat_10192.jpg,0
data/processed/cats/Cat_10193.jpg,0
data/processed/cats/Cat_10194.jpg,0
data/processed/cats/Cat_10195.jpg,0
data/processed/cats/Cat_10196.jpg,0
data/processed/cats/Cat_10197.jpg,0
data/processed/cats/Cat_10198.jpg,0
data/processed/cats/Cat_1020.jpg,0
data/processed/cats/Cat_10200.jpg,0
data/processed/cats/Cat_10201.jpg,0
data/processed/cats/Cat_10202.jpg,0
data/processed/cats/Cat_10203.jpg,0
data/processed/cats/Cat_10204.jpg,0
data/processed/cats/Cat_10206.jpg,0
data/processed/cats/Cat_10207.jpg,0
data/processed/cats/Cat_1021.jpg,0
data/processed/cats/Cat_10210.jpg,0
data/processed/cats/Cat_10211.jpg,0
data/processed/cats/Cat_10212.jpg,0
data/processed/cats/Cat_10213.jpg,0
data/processed/cats/Cat_10214.jpg,0
data/processed/cats/Cat_10215.jpg,0
data/processed/cats/Cat_10216.jpg,0
data/processed/cats/Cat_10217.jpg,0
data/processed/cats/Cat_10218.jpg,0
data/processed/cats/Cat_10219.jpg,0
data/processed/cats/Cat_1022.jpg,0
data/processed/cats/Cat_10221.jpg,0
data/processed/cats/Cat_10222.jpg,0
data/processed/cats/Cat_10223.jpg,0
data/processed/cats/Cat_10224.jpg,0
data/processed/cats/Cat_10225.jpg,0
data/processed/cats/Cat_10227.jpg,0
data/processed/cats/Cat_10228.jpg,0
data/processed/cats/Cat_10229.jpg,0
data/processed/cats/Cat_1023.jpg,0
data/processed/cats/Cat_10231.jpg,0
data/processed/cats/Cat_10233.jpg,0
data/processed/cats/Cat_10234.jpg,0
data/processed/cats/Cat_10235.jpg,0
data/processed/cats/Cat_10236.jpg,0
data/processed/cats/Cat_10237.jpg,0
data/processed/cats/Cat_10238.jpg,0
data/processed/cats/Cat_1024.jpg,0
data/processed/cats/Cat_10241.jpg,0
data/processed/cats/Cat_10242.jpg,0
data/processed/cats/Cat_10243.jpg,0
data/processed/cats/Cat_10244.jpg,0
data/processed/cats/Cat_10245.jpg,0
data/processed/cats/Cat_10247.jpg,0
data/processed/cats/Cat_10248.jpg,0
data/processed/cats/Cat_10249.jpg,0
data/processed/cats/Cat_10250.jpg,0
data/processed/cats/Cat_10251.jpg,0
data/processed/cats/Cat_10252.jpg,0
data/processed/cats/Cat_10254.jpg,0
data/processed/cats/Cat_10255.jpg,0
data/processed/cats/Cat_10256.jpg,0
data/processed/cats/Cat_10257.jpg,0
data/processed/cats/Cat_10258.jpg,0
data/processed/cats/Cat_10259.jpg,0
data/processed/cats/Cat_1026.jpg,0
data/processed/cats/Cat_10260.jpg,0
data/processed/cats/Cat_10262.jpg,0
data/processed/cats/Cat_10263.jpg,0
data/processed/cats/Cat_10264.jpg,0
data/processed/cats/Cat_10265.jpg,0
data/processed/cats/Cat_10266.jpg,0
data/processed/cats/Cat_10267.jpg,0
data/processed/cats/Cat_1027.jpg,0
data/processed/cats/Cat_10270.jpg,0
data/processed/cats/Cat_10271.jpg,0
data/processed/cats/Cat_10273.jpg,0
data/processed/cats/Cat_10274.jpg,0
data/processed/cats/Cat_10275.jpg,0
data/processed/cats/Cat_10276.jpg,0
data/processed/cats/Cat_10277.jpg,0
data/processed/cats/Cat_10278.jpg,0
data/processed/cats/Cat_10279.jpg,0
data/processed/cats/Cat_1028.jpg,0
data/processed/cats/Cat_10280.jpg,0
data/processed/cats/Cat_10281.jpg,0
data/processed/cats/Cat_10283.jpg,0
data/processed/cats/Cat_10284.jpg,0
data/processed/cats/Cat_10285.jpg,0
data/processed/cats/Cat_10286.jpg,0
data/processed/cats/Cat_10287.jpg,0
data/processed/cats/Cat_10288.jpg,0
data/processed/cats/Cat_10289.jpg,0
data/processed/cats/Cat_1029.jpg,0
data/processed/cats/Cat_10290.jpg,0
data/processed/cats/Cat_10291.jpg,0
data/processed/cats/Cat_10292.jpg,0
data/processed/cats/Cat_10294.jpg,0
data/processed/cats/Cat_10295.jpg,0
data/processed/cats/Cat_10296.jpg,0
data/processed/cats/Cat_10297.jpg,0
data/processed/cats/Cat_10298.jpg,0
data/processed/cats/Cat_10299.jpg,0
data/processed/cats/Cat_103.jpg,0
data/processed/cats/Cat_1030.jpg,0
data/processed/cats/Cat_10301.jpg,0
data/processed/cats/Cat_10304.jpg,0
data/processed/cats/Cat_10305.jpg,0
data/processed/cats/Cat_10306.jpg,0
data/processed/cats/Cat_10308.jpg,0
data/processed/cats/Cat_10309.jpg,0
data/processed/cats/Cat_1031.jpg,0
data/processed/cats/Cat_10310.jpg,0
data/processed/cats/Cat_10311.jpg,0
data/processed/cats/Cat_10312.jpg,0
data/processed/cats/Cat_10314.jpg,0
data/processed/cats/Cat_10315.jpg,0
data/processed/cats/Cat_10316.jpg,0
data/processed/cats/Cat_10317.jpg,0
data/processed/cats/Cat_10318.jpg,0
data/processed/cats/Cat_10319.jpg,0
data/processed/cats/Cat_1032.jpg,0
data/processed/cats/Cat_10320.jpg,0
data/processed/cats/Cat_10321.jpg,0
data/processed/cats/Cat_10323.jpg,0
data/processed/cats/Cat_10325.jpg,0
data/processed/cats/Cat_10326.jpg,0
data/processed/cats/Cat_10327.jpg,0
data/processed/cats/Cat_10328.jpg,0
data/processed/cats/Cat_10329.jpg,0
data/processed/cats/Cat_1033.jpg,0
data/processed/cats/Cat_10330.jpg,0
data/processed/cats/Cat_10331.jpg,0
data/processed/cats/Cat_10332.jpg,0
data/processed/cats/Cat_10334.jpg,0
data/processed/cats/Cat_10335.jpg,0
data/processed/cats/Cat_10336.jpg,0
data/processed/cats/Cat_10337.jpg,0
data/processed/cats/Cat_10338.jpg,0
data/processed/cats/Cat_10339.jpg,0
data/processed/cats/Cat_1034.jpg,0
data/processed/cats/Cat_10340.jpg,0
data/processed/cats/Cat_10341.jpg,0
data/processed/cats/Cat_10343.jpg,0
data/processed/cats/Cat_10344.jpg,0
data/processed/cats/Cat_10345.jpg,0
data/processed/cats/Cat_10346.jpg,0
data/processed/cats/Cat_10347.jpg,0
data/processed/cats/Cat_10350.jpg,0
data/processed/cats/Cat_10351.jpg,0
data/processed/cats/Cat_10353.jpg,0
data/processed/cats/Cat_10354.jpg,0
data/processed/cats/Cat_10355.jpg,0
data/processed/cats/Cat_10356.jpg,0
data/processed/cats/Cat_10357.jpg,0
data/processed/cats/Cat_10358.jpg,0
data/processed/cats/Cat_10359.jpg,0
data/processed/cats/Cat_1036.jpg,0
data/processed/cats/Cat_10361.jpg,0
data/processed/cats/Cat_10363.jpg,0
data/processed/cats/Cat_10364.jpg,0
data/processed/cats/Cat_10365.jpg,0
data/processed/cats/Cat_10366.jpg,0
data/processed/cats/Cat_10367.jpg,0
data/processed/cats/Cat_10369.jpg,0
data/processed/cats/Cat_1037.jpg,0
data/processed/cats/Cat_10370.jpg,0
data/processed/cats/Cat_10371.jpg,0
data/processed/cats/Cat_10373.jpg,0
data/processed/cats/Cat_10375.jpg,0
data/processed/cats/Cat_10376.jpg,0
data/processed/cats/Cat_10377.jpg,0
data/processed/cats/Cat_10378.jpg,0
data/processed/cats/Cat_10379.jpg,0
data/processed/cats/Cat_1038.jpg,0
data/processed/cats/Cat_10380.jpg,0
data/processed/cats/Cat_10381.jpg,0
data/processed/cats/Cat_10382.jpg,0
data/processed/cats/Cat_10383.jpg,0
data/processed/cats/Cat_10384.jpg,0
data/processed/cats/Cat_10385.jpg,0
data/processed/cats/Cat_10386.jpg,0
data/processed/cats/Cat_10387.jpg,0
data/processed/cats/Cat_10388.jpg,0
data/processed/cats/Cat_10389.jpg,0
data/processed/cats/Cat_1039.jpg,0
data/processed/cats/Cat_10390.jpg,0
data/processed/cats/Cat_10391.jpg,0
data/processed/cats/Cat_10392.jpg,0
data/processed/cats/Cat_10393.jpg,0
data/processed/cats/Cat_10394.jpg,0
data/processed/cats/Cat_10395.jpg,0
data/processed/cats/Cat_10396.jpg,0
data/processed/cats/Cat_10397.jpg,0
data/processed/cats/Cat_10398.jpg,0
data/processed/cats/Cat_10399.jpg,0
data/processed/cats/Cat_104.jpg,0
data/processed/cats/Cat_1040.jpg,0
data/processed/cats/Cat_10400.jpg,0
data/processed/cats/Cat_10401.jpg,0
data/processed/cats/Cat_10402.jpg,0
data/processed/cats/Cat_10403.jpg,0
data/processed/cats/Cat_10404.jpg,0
data/processed/cats/Cat_10406.jpg,0
data/processed/cats/Cat_10407.jpg,0
data/processed/cats/Cat_10408.jpg,0
data/processed/cats/Cat_1041.jpg,0
data/processed/cats/Cat_10410.jpg,0
data/processed/cats/Cat_10411.jpg,0
data/processed/cats/Cat_10412.jpg,0
data/processed/cats/Cat_10413.jpg,0
data/processed/cats/Cat_10414.jpg,0
data/processed/cats/Cat_10415.jpg,0
data/processed/cats/Cat_10417.jpg,0
data/processed/cats/Cat_10418.jpg,0
data/processed/cats/Cat_10419.jpg,0
data/processed/cats/Cat_1042.jpg,0
data/processed/cats/Cat_10420.jpg,0
data/processed/cats/Cat_10421.jpg,0
data/processed/cats/Cat_10422.jpg,0
data/processed/cats/Cat_10423.jpg,0
data/processed/cats/Cat_10424.jpg,0
data/processed/cats/Cat_10425.jpg,0
data/processed/cats/Cat_10426.jpg,0
data/processed/cats/Cat_10427.jpg,0
data/processed/cats/Cat_10428.jpg,0
data/processed/cats/Cat_10429.jpg,0
data/processed/cats/Cat_10431.jpg,0
data/processed/cats/Cat_10432.jpg,0
data/processed/cats/Cat_10433.jpg,0
data/processed/cats/Cat_10434.jpg,0
data/processed/cats/Cat_10435.jpg,0
data/processed/cats/Cat_10437.jpg,0
data/processed/cats/Cat_10438.jpg,0
data/processed/cats/Cat_10439.jpg,0
data/processed/cats/Cat_1044.jpg,0
data/processed/cats/Cat_10440.jpg,0
data/processed/cats/Cat_10441.jpg,0
data/processed/cats/Cat_10442.jpg,0
data/processed/cats/Cat_10443.jpg,0
data/processed/cats/Cat_10444.jpg,0
data/processed/cats/Cat_10445.jpg,0
data/processed/cats/Cat_10446.jpg,0
data/processed/cats/Cat_10447.jpg,0
data/processed/cats/Cat_10448.jpg,0
data/processed/cats/Cat_1045.jpg,0
data/processed/cats/Cat_10451.jpg,0
data/processed/cats/Cat_10452.jpg,0
data/processed/cats/Cat_10453.jpg,0
data/processed/cats/Cat_10454.jpg,0
data/processed/cats/Cat_10455.jpg,0
data/processed/cats/Cat_10456.jpg,0
data/processed/cats/Cat_10457.jpg,0
data/processed/cats/Cat_10459.jpg,0
data/processed/cats/Cat_10460.jpg,0
data/processed/cats/Cat_10461.jpg,0
data/processed/cats/Cat_10462.jpg,0
data/processed/cats/Cat_10463.jpg,0
data/processed/cats/Cat_10464.jpg,0
data/processed/cats/Cat_10465.jpg,0
data/processed/cats/Cat_10466.jpg,0
data/processed/cats/Cat_10467.jpg,0
data/processed/cats/Cat_10469.jpg,0
data/processed/cats/Cat_10471.jpg,0
data/processed/cats/Cat_10472.jpg,0
data/processed/cats/Cat_10474.jpg,0
data/processed/cats/Cat_10475.jpg,0
data/processed/cats/Cat_10476.jpg,0
data/processed/cats/Cat_10477.jpg,0
data/processed/cats/Cat_10478.jpg,0
data/processed/cats/Cat_10479.jpg,0
data/processed/cats/Cat_10481.jpg,0
